,company_brand,founded,headquarter,sector,what_it_does,investor,amount($),stage,year
2375,Sleepy Owl Coffee,2016,New Delhi,Food & Beverage,"Makers of a signature coffee that's exceptional in taste. It's super easy to brew, requires no equipment & ships to your door.",Coatue Management,512715.0,Seed,2018
2376,BlueJack,2016,Delhi,Autonomous,Delhi-based online used vehicles marketplace.,Unknown,937536.0,Seed,2018
2377,PregBuddy,2016,Bangalore,Technology,PregBuddy is a smart connected care platform for expecting mothers.,Inflection Point Ventures,3000000.0,Seed,2018
2378,AgNext Technologies,2016,Mohali,Agriculture,AgNext is an agricultural sensing and solutions company focused on building data-driven solutions for agricultural stakeholders, IndusInd Bank,3000000.0,Series A,2018
2379,Pando,2016,Chennai,Transport,A startup which digitizes logistics operations for Fortune 500 companies.,CDC Group,2000000.0,Seed,2018
2380,Mintifi,2016,Mumbai,Financial,Online lending startup based in Mumbai., Kalaari Capital,2000000.0,Seed,2018
2381,Carcrew,2016,Mumbai,Transport,India's Online Auto Repair Marketplace,CDC Group,2000000.0,Seed,2018
2382,NicheAI,2016,Hyderabad,Technology,Early stage Artificial Intelligence (AI) start up.,Inflection Point Ventures,3000000.0,Angel,2018
2383,Chariot Tech,2016,New Delhi,Technology,Chariot Tech is an Internet of Things (IoT) startup based in New Delhi.,Inflection Point Ventures,292980.0,Seed,2018
2384,Ideal Insurance Brokers/ 121Policy.com,2016,Kolkata,Finance,Ideal Insurance Broking is one of the leaders in insurance broking domain.,Venture Catalysts,1000000.0,Seed,2018
2385,Loanzen,2016,Bangalore,Financial,Loanzen helps small businesses get unsecured working capital loans against their their pending invoices., Kalaari Capital,3000000.0,Seed,2018
2386,Mojro Technologies,2016,Bangalore,Technology,Mojro envisions to be the world's largest technology-enabled logistics platform.,Inflection Point Ventures,650000.0,Seed,2018
2387,Elemential,2016,Mumbai,Finance,"Blockchain Development Platform To Design, Run & Scale Blockchain Networks.",Venture Catalysts,1000000.0,Seed,2018
2388,LoadShare,2016,Bangalore,Agriculture,LoadShare is India’s fastest growing logistics company, IndusInd Bank,5000000.0,Series A,2018
2389,Yumlane,2016,Mumbai,Food & Beverage,Food startup Yumlane operated by QwikPik Technology,Coatue Management,4000000.0,Series A,2018
2390,Kriger Campus,2016,New Delhi,Education,A Education Start Up.,Inflection Point Ventures,439470.0,Seed,2018
2391,Pipa+Bella,2016,Mumbai,Commerce,Pipa+Bella is an online store aimed at selling fashionable and affordable costume jewelry at par with international standards and trends,Inflection Point Ventures,1000000.0,Series A,2018
2392,Kaleidofin,2016,Chennai,Financial,A fintech platform., Kalaari Capital,2800000.0,Seed,2018
2393,Chakr Innovation,2016,New Delhi,Energy,Chakr has developed the world’s first retro-fit emission control device for diesel generators.,Blue Ashva Capital,3000000.0,Seed,2018
2394,IndigoLearn,2016,Hyderabad,Technology,India's the premier education destination catering to the needs of aspiring students of the CA community.,Inflection Point Ventures,150000.0,Seed,2018
2395,UClean,2016,India,Energy,UClean is a tech enabled laundry service provider.,Blue Ashva Capital,585960.0,Seed,2018
2396,Coutloot,2016,Mumbai,Commerce,The Fashion Re-commerce platform.,Inflection Point Ventures,1000000.0,Seed,2018
2397,Letstrack,2016,New Delhi,Technology,"Letstrack GPS tracking devices to track your kids, bike, car and other vehicles. GPS trackers for Vehicle Tracking System in India.",Inflection Point Ventures,1700000.0,Seed,2018
2398,Pooltoo,2016,New Delhi,Transport,Pooltoo offers a premium ride sharing platform.,CDC Group,3000000.0,Seed,2018
2399,Finzy,2016,Bangalore,Financial,finzy is the premier peer to peer lending solution in India., Kalaari Capital,1300000.0,Seed,2018
2400,Fitternity,2016,Mumbai,LifeStyle,India's largest online fitness platform that provides an integrated eco-system to help users start & sustain their fitness journey,9Unicorns,2000000.0,Seed,2018
2401,Keito,2016,Pune,Technology,Building an Intelligent Digital Assistant.,Inflection Point Ventures,3000000.0,Seed,2018
2402,Tolet for Students,2016,Jodhpur,Hospitality,"Reserve your Room, Hostel or Paying Guest, while relocating for higher education.",Hindustan Media Venture,73245.0,Seed,2018
2403,Chai Kings,2016,Chennai,Food & Beverage,Chai Kings is a tea retail chain,Coatue Management,292980.0,Seed,2018
2404,Dainik Jagran,2016,Kanpur,Media and Entertainment,Dainik Jagran is a media and communications group., Times Internet,585960.0,Seed,2018
2405,Playtoome,2016,Bangalore,Media and Entertainment,Playtoome is a live entertainment destination, Times Internet,292980.0,Seed,2018
2406,ONGO Framework,2016,Hyderabad,Commerce,ONGO Framework is a B2B IT and digital solution provider.,Inflection Point Ventures,1000000.0,Angel,2018
2407,Notesgen,2016,New Delhi,Education,A Global Peer-to-Peer and Peer-to-Group Learning Platform that helps students supplement their academic & competitive exam prep.,Inflection Point Ventures,183112.5,Seed,2018
2408,Arogya MedTech,2016,Kolkata,Health,Arogya MedTech is a Research & Development organization in Bio-Medical industry.,Sequoia,219735.0,Seed,2018
2409,Propshop24,2016,Mumbai,Commerce,"Propshop24, a one-stop shop for a handpicked selection of 'fun'tastic products from around the world.",Inflection Point Ventures,500000.0,Seed,2018
2410,myUpchar,2016,New Delhi,Health,To bring health issues to people in their language.,Sequoia,5000000.0,Series A,2018
2411,MissMalini Entertainment,2016,Mumbai,Others,"MissMalini Entertainment is a multi-platform new media network dedicated to Entertaining, Connecting & Empowering young Indians.",Inflection Point Ventures,1523496.0,Seed,2018
2412,Rooter,2016,India,Sports & Fitness,Rooter is a mobile-based platform, Jagadeesh Atukuri,659205.0,Seed,2018
2413,ZestMoney,2016,Bangalore,Big,Zest is India's first completely automated consumer digital lending platform.,Unknown,13400000.0,Series A,2018
2414,alphaics Corporation,2016,Bangalore,Technology,Advancing AI compute,Inflection Point Ventures,3000000.0,Seed,2018
2415,MyDentistChoice,2016,Hyderabad,Health,MyDentistChoice is a direct sales and distribution of dental equipment and accessories from top name manufacturers,Sequoia,500000.0,Seed,2018
2416,Sattviko,2016,New Delhi,Food & Beverage,Sattviko fosters wellness and shares Indianness through the Sattvik way of cooking that is wholesome and tasty!,Coatue Management,3000000.0,Angel,2018
2417,Sensibull,2016,Bangalore,Finance,Investment Management Platform,Venture Catalysts,366225.0,Seed,2018
2418,Bombay Shaving Company,2016,New Delhi,Commerce,Bombay Shaving Company is a Men's grooming startup,Inflection Point Ventures,3000000.0,Series A,2018
2419,MedCords,2016,Pune,LifeStyle,Medcords is India’s first holistic healthcare ecosystem on a cloud platform that makes health management easier,9Unicorns,386733.60000000003,Seed,2018
2420,University Living,2016,New Delhi,Education,University Living is an online global student housing marketplace.,Inflection Point Ventures,3000000.0,Seed,2018
2421,&ME,2016,Bangalore,Food & Beverage,Food and Beverage startup focussing on developing products using ayurveda with modern science for women empowerment and fitness.,Coatue Management,3000000.0,Seed,2018
2422,Enakshi,2016,Ahmedabad,Beauty and Fashion,Enakshi is an online apparel brand for women.,Bessemer Venture Partners,117192.0,Seed,2018
2423,Ultraviolette Automotive,2016,Bangalore,Transport,Ultraviolette is a startup working on electric two-wheelers and energy infrastructure.,CDC Group,878.94,Series A,2018
2424,Inthree Access,2016,Chennai,Business Intelligence,Inthree Access is an impact venture that connects the most inaccessible rural markets with products that can transform lives in Rural India.,Titan Capital,4000000.0,Series A,2018
2425,BUGWORKS Research India,2016,Bangalore,Agriculture,BUGWORKS is a drug discovery company., IndusInd Bank,9000000.0,Series A,2018
2426,Guardian.in,2016,Mumbai,Health,GNC is a leading global specialty retailer of health and wellness products that takes pride to be the world's largest company,Sequoia,3000000.0,Seed,2018
2427,PrestLoans,2016,New Delhi,Finance,"PrestLoans New age tech driven RBI regd NBFC helping businesses by providing easy, quick n hassle free loans.",Venture Catalysts,100000.0,Seed,2018
2428,Wimoxez,2016,Hyderabad,Technology,"Data Intelligence Publishing Platform, We bring the best resources to learn valuable technologies which will shape tomorrow.",Inflection Point Ventures,20000.0,Seed,2018
2429,India Accelerator,2016,Gurgaon,Government,India Accelerator runs mentorship-driven incubation and acceleration programs for start ups.,Baring PE India,3000000.0,Angel,2018
2430,HappyEMI,2016,Bangalore,Commerce,HappyEMI is a point of sale digital lending platform that helps consumers finance their purchases in-store and online,Inflection Point Ventures,1000000.0,Seed,2018
2431,Wishup,2016,Azadpur,Commerce,Premium Personal Assistance service,Inflection Point Ventures,3000000.0,Seed,2018
2432,Hansel.io,2016,Bangalore,Technology,"Hansel, a mobile app management platform, provides the infrastructure that companies need, in order to personalize product experiences.",Inflection Point Ventures,4000000.0,Series A,2018
2433,Propelld,2016,Bangalore,Education,Propelld is a student education financing platform.,Inflection Point Ventures,250000.0,Seed,2018
2434,PivotRoots,2016,Mumbai,Business Intelligence,Digital Marketing powered by Data & Technology; fueled by Design thinking,Titan Capital,3000000.0,Series A,2018
2435,ZiffyHomes,2016,New Delhi,Commerce,ZiffyHomes is a technology driven marketplace to find out home on rent.,Inflection Point Ventures,120000.0,Seed,2018
2436,Carmesi,2016,Gurgaon,Health,Carmesi is a brand of high-end menstrual-hygiene products in India.,Sequoia,498066.0,Seed,2018
2437,OckyPocky,2016,Haryana,Technology,OckyPocky is a interactive and personalised language learning app for preschool kids.,Inflection Point Ventures,3000000.0,Angel,2018
2438,Racetrack,2016,Bangalore,Technology,"Racetrack is a sales and support-focused AI-driven platform designed for education, real estate, and e-commerce sectors.",Inflection Point Ventures,5009958.0,Seed,2018
2439,WHR,2016,Pune,Health,"WHR is to make affordable healthcare a reality for all. Our vision is to make healthcare services easier, better and more accessible.",Sequoia,143145.0,Seed,2018
2440,Asteria Aerospace,2016,Bangalore,Manufacturing,Asteria Aerospace is a robotics and artificial intelligence company., Base Partners,3000000.0,Seed,2018
2441,FabAlley,2016,Noida,Commerce,"FabAlley is the ultimate Indian fashion destination for fashion-forward, indie-chic girls. Founded in 2012, Tanvi Malik and Shivani Poddar",Inflection Point Ventures,8789400.0,Series B,2018
2442,Tranzmeo,2016,Cochin,Technology,Tranzmeo Connect : is A Complete Comprehensive Anomaly forensic Solution with Actionable Insights.,Inflection Point Ventures,3000000.0,Pre-seed,2018
2443,SBI Life,2016,Mumbai,Finance,SBI Life is one of the life insurance company that offers a range of life insurance plans and policies to protect you and your family.,Venture Catalysts,742000000.0,Private Equity,2018
2444,Studds Accessories,2016,Faridabad,Commerce,Studds Accessories is a scooter accessories service provider in India,Inflection Point Ventures,14649000.0,Private Equity,2018
2445,Design Cafe,2016,Bangalore,Real Estate,"Design + Execution Organization that delivers beautiful & innovative designs for Home Interiors, in any budget.", JSW Ventures,29298000.0,Series B,2018
2446,NoPaperForms Solutions Pvt. Ltd.,2016,New Delhi,Education,"NoPaperForms is a marketing automation, lead nurture and enrolment management platform for educational institutions",Inflection Point Ventures,3980000.0,Series B,2018
2447,Rays Power Infra,2016,Jaipur,Energy,Rays Power Infra is a leading integrated Solar Power Company.,Blue Ashva Capital,29298000.0,Venture - Series Unknown,2018
2448,AuthMetrik,2016,Gurgaon,Commerce,"SaaS, B2B, Security, Stop account sharing, Fraud Detection",Inflection Point Ventures,10000.0,Grant,2018
2449,Khidki,2016,Bangalore,Technology,Vernacular Social Network Focused on Town Level Content and Interactions,Inflection Point Ventures,3000000.0,Seed,2018
2450,LetsTransport,2016,Bangalore,Transport,Lets transport is a logistics solution provider.,CDC Group,14649000.0,Series B,2018
2451,Next Digital Solutions,2016,Kota,Commerce,Next Digital Solutions is website design & Digital Marketing development company.,Inflection Point Ventures,1464.9,Angel,2018
2452,Portea Medical,2016,Bangalore,Health,Portea Medical is the largest and fastest growing provider of in-home medical care in India today with a 24-city network.,Sequoia,3662250.0,Debt Financing,2018
2453,Aavas Financiers,2016,Jaipur,Finance,"Aavas Financiers is engaged in the business of providing housing loans, primarily in the un-served, unreached and under-served market.",Venture Catalysts,29298000.0,Post-IPO Debt,2018
2454,Swiggy,2016,Bangalore,Food & Beverage,Swiggy is a food ordering and delivery company that provides food service solutions for restaurants.,Coatue Management,1000000000.0,Series H,2018
2455,Milkbasket,2016,Haryana,Commerce,"Milkbasket delivers milk, bread, eggs, butter, juices and other daily need items, every morning, right at your doorstep, free of charge.",Inflection Point Ventures,7000000.0,Series A,2018
2456,Nutrisattva (Proliva),2016,Anand,LifeStyle,Nutrisattva is a protein innovation compan,9Unicorns,3000000.0,Angel,2018
2457,Toppr,2016,Mumbai,Education,Toppr.com is an online preparation platform for entrance exams in India.,Inflection Point Ventures,35000000.0,Series C,2018
2458,Jagaran Microfin,2016,Kolkata,Others,Jagaran Microfin is a Microfinance institution which achieves a healthy amalgamation of social and financial,Inflection Point Ventures,8056950.0,Debt Financing,2018
2459,Vivriti Capital,2016,Chennai,Financial,Vivriti Capital is an online platform for institutional debt in India., Kalaari Capital,28500000.0,Venture - Series Unknown,2018
2460,Be U Salons,2016,New Delhi,Technology,Be U is India's first subscription based Salon Chain.,Inflection Point Ventures,439470.0,Seed,2018
2461,Impact Guru,2016,Mumbai,Media and Entertainment,"We're a Harvard incubated crowdfunding platform for nonprofits, social enterprises, startups and individuals.", Times Internet,2000000.0,Series A,2018
2462,MobiKwik,2016,Gurgaon,Commerce,MobiKwik is a payments backed fintech platform in India. MobiKwik App offers instant loans & investment products to the 500M masses of India,Inflection Point Ventures,3515760.0,Series E,2018
2463,Stones2milestones,2016,Gurgaon,Technology,Stones2milestones is a Gurgaon Based Learning Company.,Inflection Point Ventures,3000000.0,Seed,2018
2464,Generico,2016,Mumbai,Health,Generico is the fastest growing specialized pharmacy retail chain of Generic medicines.,Sequoia,3000000.0,Series A,2018
2465,Adiuvo Diagnostics,2016,Chennai,Health,Adiuvo Diagnostics is a medical diagnostic device company based in India.,Sequoia,3000000.0,Seed,2018
2466,DataTrained,2016,Bangalore,Education,"DataTrained is a educational platform, which operates an ed-tech startup on data science",Inflection Point Ventures,1757880.0,Seed,2018
